Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Lat,Lng,Bank Count,Unemployment Rate
55069,5450,37.7,54203.0,20182,10.99082569,45.695116799999994,-92.9521365,2,3.743119266055046
2169,55064,38.1,58669.0,32613,10.54227808,33.348093,-82.09281340000001,4,6.783016126688944
48221,39455,39.6,38588.0,20123,23.49005196,42.4349152,-83.15417959999999,83,10.244582435686224
6824,34864,38.5,128558.0,60182,4.692519504,47.5096429,-92.6038242,15,3.6312528682882057
37080,7962,44.3,61824.0,25231,8.013062045,36.3319963,-86.9223432,1,5.551369002763125
75149,58427,31.8,47739.0,19636,14.62337618,32.758351,-96.6103778,51,3.51378643435398
27826,963,49.4,38362.0,16651,16.61474559,35.5738935,-76.20155720000001,2,3.7383177570093458
62330,1852,39.5,39271.0,20130,14.63282937,40.588868,-91.09694,1,3.67170626349892
80545,629,61.5,40583.0,30261,27.18600954,40.824296600000004,-105.6647142,0,2.861685214626391
56289,671,47.7,57159.0,26149,3.8748137110000003,45.3482794,-95.2487647,1,0.44709388971684055
83313,3609,35.4,45168.0,23296,20.0055417,43.3662171,-114.2796699,0,4.405652535328346
4418,1632,42.0,37955.0,19692,17.76960784,32.525246700000004,-95.74745909999999,0,7.046568627450981
75454,5800,31.7,87125.0,29919,3.3103448280000003,33.2774174,-96.5463156,4,1.2586206896551724
33129,14198,38.9,54127.0,41352,13.81180448,25.756447100000003,-80.2056382,200,3.493449781659389
12942,724,44.4,42188.0,24003,20.5801105,44.266991,-73.77673979999999,1,2.7624309392265194
73014,1642,39.8,58264.0,26515,9.439707674,35.6172323,-98.1557066,1,4.080389768574909
85353,32308,26.7,50066.0,16046,14.97461929,33.4169563,-112.27416799999999,24,5.902562832734926
25431,219,50.5,31161.0,21822,12.32876712,39.49588,-78.56107,0,10.045662100456621
76943,3719,40.0,49643.0,22163,15.46114547,30.5146701,-101.07117579999999,0,4.006453347674106
5301,16819,44.1,49552.0,28510,13.57393424,46.6782059,-115.609296,0,4.096557464771984
79118,20026,34.6,62323.0,25783,11.954459199999999,35.10429310000001,-101.72960490000001,0,2.222111255368022
60421,3960,40.1,70485.0,30466,8.585858586,41.40575379999999,-88.1096118,2,6.691919191919192
55346,16405,40.8,100775.0,46370,3.2124352330000003,44.8814895,-93.4902391,70,2.9198415117342273
64455,315,50.6,43542.0,25407,16.50793651,40.180834600000004,-94.99744609999999,1,2.857142857142857
56726,1582,42.2,52235.0,27445,5.752212388999999,48.752125,-96.2297999,1,2.02275600505689
28371,6628,33.6,43365.0,18333,21.16777308,34.911919700000006,-78.99668879999999,8,3.983101991550996
71957,3004,54.9,35445.0,21459,16.67776298,34.5220817,-93.60152070000001,2,2.0639147802929427
52133,625,40.3,66333.0,26065,5.28,43.1141677,-91.6663523,0,1.28
67047,754,52.1,39500.0,20428,17.37400531,37.632842100000005,-96.0467429,1,1.9893899204244032
98409,23423,31.4,46886.0,21513,19.83520471,47.201942100000004,-122.4780243,128,7.718908764889211
25442,1734,35.0,73949.0,31249,6.978085352000001,39.371522,-77.8252923,10,7.90080738177624
57005,10610,34.6,69690.0,27832,7.80395853,43.6196972,-96.5996963,5,1.8661639962299716
22102,22146,40.2,112427.0,82461,3.7207622139999996,38.9586422,-77.22901929999999,124,3.485956831933532
4357,3393,43.4,59961.0,26571,8.871205423,34.614540999999996,-95.2749613,1,3.5661656351311524
20886,34023,34.0,77136.0,35177,8.003409458,39.186097,-77.2002745,84,3.500573141698263
69163,828,50.4,45481.0,25348,13.4057971,41.515569799999994,-100.5296115,1,0.4830917874396135
77807,10882,30.2,42154.0,19089,24.96783679,30.665990999999998,-96.47165799999999,0,4.466090792133799
30309,21074,35.0,71854.0,66311,10.29230331,33.797113700000004,-84.3804888,197,3.240960425168454
53576,2452,37.9,55893.0,22504,12.19412724,42.6071661,-89.2277026,1,4.649265905383361
28454,1813,42.6,20711.0,13553,27.854384999999997,34.6923643,-77.6307018,0,4.191947049089906
56371,132,52.1,51250.0,26395,4.545454545,45.433566600000006,-94.6389975,1,14.393939393939394
62373,314,42.2,58382.0,22406,4.458598726,40.240202200000006,-91.3083685,0,1.910828025477707
72007,6065,34.7,53125.0,21845,9.200329761,35.0114278,-91.99794109999999,19,6.72712283594394
43758,3517,39.5,43438.0,19770,21.35342622,39.6393367,-81.931657,6,3.5257321580892804
57219,727,50.1,57574.0,22913,5.777166437000001,45.2963479,-97.8048733,1,1.7881705639614855
77336,12022,36.0,62995.0,30721,9.632340709,30.072165899999998,-95.0911062,3,3.826318416236899
83841,171,60.8,26618.0,23912,0.0,48.165887100000006,-116.7578804,0,0.0
37727,2101,49.8,29779.0,20369,25.70204664,35.908066600000005,-83.01465259999999,0,7.23465016658734
4107,8993,48.4,98629.0,53526,3.180251307,32.161272,-94.92820400000001,0,1.4344490159012566
68947,622,45.5,56250.0,33158,5.78778135,40.2577563,-99.07922629999999,0,3.697749196141479
3104,33145,37.6,60468.0,32130,11.0423895,36.7531922,-85.3976136,3,3.6053703424347563
8002,22025,39.7,68465.0,34026,8.308740067999999,47.3601376,8.5293292,200,5.2894438138479005
65733,653,51.3,33618.0,16655,15.46707504,36.528886299999996,-92.85889279999999,0,5.666156202143951
18519,4838,41.6,38990.0,24672,11.6783795,41.463503499999995,-75.626628,93,3.7205456800330716
63128,29973,49.1,73440.0,39328,3.416408101,38.4948766,-90.3842527,96,2.588996763754045
98394,1567,39.1,57941.0,24595,4.977664327,47.3146613,-122.7741913,1,6.381620931716656
10309,32646,38.5,86297.0,35719,6.7665257610000005,40.5265593,-74.223802,110,2.487287876003186
57105,21984,38.2,52255.0,30000,8.956513828,43.521619,-96.72264100000001,166,1.8149563318777293
42762,531,42.3,30500.0,15664,18.45574388,37.4399698,-86.3934152,0,1.5065913370998116
55976,7480,37.5,53616.0,26641,6.99197861,43.8595945,-92.4801989,4,2.072192513368984
33496,22354,54.2,83138.0,64715,7.935939877000001,26.403990399999998,-80.1596041,125,3.2343204795562315
47431,1268,35.6,37500.0,19556,31.23028391,39.2274015,-86.8922723,0,3.2334384858044163
84093,23237,41.0,94938.0,40837,5.116839523,40.596416999999995,-111.8270486,110,2.9392778758015234
62063,1056,41.3,54074.0,25781,8.617424242,39.216644200000005,-90.1682271,1,6.628787878787879
2145,24659,33.0,55487.0,29355,16.34697271,-33.8173961,150.94818869999997,200,4.769049839815078
28782,6662,56.9,46713.0,28377,8.015610928,35.2542295,-82.116955,4,4.473131191834284
29001,1954,36.9,33205.0,17998,18.93551689,33.782323600000005,-80.1651854,0,5.731832139201638
3064,14533,40.6,64026.0,34045,11.64934976,30.407324199999998,-91.1021258,134,6.867129980045414
85611,963,53.1,50441.0,23419,9.345794393,31.672596999999996,-110.49771080000001,0,2.284527518172378
57021,395,34.5,81875.0,28762,2.784810127,43.261675200000006,-96.974604,0,0.25316455696202533
99102,519,35.4,43977.0,23766,11.75337187,46.789747399999996,-117.2503412,0,1.7341040462427746
76525,1113,44.9,42750.0,21032,11.32075472,31.4823544,-98.1557066,1,1.9766397124887691
43804,3750,25.4,36841.0,12923,28.85333333,40.4514728,-81.7458845,3,1.0933333333333333
21901,16786,37.3,65951.0,29821,12.21255808,39.5855017,-75.9579358,8,6.48159180269272
41835,967,50.9,43690.0,19524,29.47259566,37.214421200000004,-82.6645469,5,6.308169596690797
87029,218,54.4,29265.0,28152,18.34862385,36.456080799999995,-106.9594723,0,12.844036697247706
27288,23445,42.5,33800.0,18470,22.38430369,36.4919544,-79.7624177,10,6.585625933034763
44276,1879,40.2,52330.0,24753,13.51782863,40.9413645,-81.8333656,8,2.607770090473656
58331,116,53.5,69792.0,51149,1.724137931,48.62060579999999,-99.1062244,0,0.0
28697,12899,42.9,39945.0,25458,22.92425769,36.1365807,-81.229853,17,7.147840917900613
37398,13589,45.6,43330.0,24562,12.19368607,35.1747032,-86.11410450000001,18,4.775921701376113
94556,15064,47.4,120960.0,62600,4.155602762,37.835720200000004,-122.11782609999999,37,2.8611258629845993
71046,1491,37.9,41825.0,23280,10.99932931,32.1366223,-93.9266502,0,0.670690811535882
32409,8635,41.4,50461.0,24300,13.59583092,30.3424229,-85.7051116,1,4.829183555298205
13640,241,62.8,88125.0,48388,3.734439834,44.3125911,-75.9908334,4,0.0
48468,1440,55.2,38882.0,22710,13.05555556,43.9642956,-82.7994194,1,4.513888888888889
27317,16383,40.5,42295.0,22432,16.66971861,35.8392781,-79.7960523,6,6.63492644814747
44251,905,52.6,73021.0,47881,0.5524861879999999,41.0296799,-81.93029279999999,9,3.0939226519337018
95240,46482,33.1,41172.0,19814,22.97233338,38.1484821,-121.1022942,2,7.346929994406437
4268,4999,49.2,38629.0,21431,16.58331666,33.3178667,-94.6178524,0,4.540908181636327
2740,43308,37.4,34259.0,20649,24.51510114,35.9130399,-98.1210968,0,6.834764939503094
75640,4052,42.8,54423.0,22459,16.65844028,32.6978203,-94.70706159999999,1,5.972359328726554
63304,40094,39.8,85329.0,35568,4.3373073280000005,38.7036005,-90.6488505,61,3.471841173242879
32064,6841,34.4,24090.0,14169,35.87194855,30.2889718,-82.9985343,7,6.314866247624616
5658,1505,41.6,43958.0,22443,17.674418600000003,46.606687,-114.584356,0,5.3156146179401995
38152,818,19.8,,2691,0.0,35.1242857,-89.9360705,108,11.00244498777506
17263,597,47.0,63430.0,37458,15.41038526,39.722976700000004,-77.72464140000001,23,0.0
14555,1229,54.9,57500.0,30559,11.31000814,43.2605563,-76.98158769999999,2,3.824247355573637
46704,194,35.4,31089.0,13796,6.18556701,41.1036195,-85.2926152,19,0.0
65729,337,54.1,67350.0,32609,28.78338279,36.532899900000004,-92.5842062,0,0.0
60468,5847,41.5,75000.0,30813,3.4889687019999998,41.3200326,-87.7960067,2,6.396442620147084
60305,11183,41.4,113317.0,62034,5.651435214,41.89407620000001,-87.82058640000001,198,2.5663954216221048
52320,1109,46.6,59167.0,29853,9.738503156,42.0130002,-91.1544963,1,1.8034265103697025
17980,2963,45.3,50240.0,24934,10.76611542,40.596463,-76.5430429,6,3.3074586567667903
43157,606,32.6,27614.0,13239,32.34323432,39.8433948,-82.5496946,5,7.590759075907591
29113,2176,32.1,36875.0,13381,24.31066176,33.4229886,-81.1306391,0,4.641544117647059
957,46252,37.1,23736.0,11453,37.99619476,30.753465600000002,-91.080247,1,7.27752313413474
37737,5464,45.7,54405.0,29839,11.20058565,35.760459999999995,-84.1118458,1,6.222547584187408
55735,1802,49.0,40592.0,23097,15.53829079,46.2074923,-93.0263934,0,8.213096559378469
59522,1784,49.2,43036.0,25407,26.00896861,48.5176651,-111.05360230000001,3,1.9618834080717489
61067,645,49.6,40726.0,37925,8.062015504,42.3040907,-89.48366879999999,0,8.992248062015504
47926,932,35.9,50469.0,20121,8.690987124,40.716340100000004,-86.59053709999999,1,3.648068669527897
47436,1557,42.5,42042.0,18000,10.46885035,38.963881,-86.4086061,0,5.780346820809249
63138,20863,30.3,33691.0,17488,25.58596559,38.7994436,-90.2057108,17,8.105258112447874
88353,534,26.9,30179.0,12829,13.48314607,34.529008700000006,-105.12589550000001,0,2.4344569288389515
52217,447,47.8,40625.0,22426,7.606263982000001,42.07293,-92.4011124,1,2.9082774049217
37101,6388,41.1,50398.0,21198,12.7269881,36.0444297,-87.6383797,2,6.54351909830933
98012,52351,37.2,88283.0,39165,5.810777254,47.837259,-122.2155192,121,4.104983667933755
71031,1012,49.8,44250.0,20250,14.92094862,32.0275947,-92.91759549999999,0,3.7549407114624507
78565,216,41.3,8611.0,5960,90.27777778,26.2378647,-98.5583676,2,0.0
45780,3351,41.0,33892.0,17139,28.79737392,39.3676641,-82.1305609,15,1.5816174276335422
82932,1032,35.9,91115.0,40005,2.228682171,42.1543456,-109.4259114,0,2.2286821705426356
98270,46105,35.2,65130.0,26833,12.85543867,48.0563616,-122.14922240000001,40,5.520008675848606
22834,1092,38.6,40357.0,30224,8.882783883,38.5503911,-78.87223409999999,1,7.2344322344322345
62613,3774,37.8,60284.0,28806,5.9088500260000005,40.0013284,-89.6816208,1,3.2061473237943825
32444,19205,40.2,61233.0,28643,10.77323614,30.2371159,-85.6537627,34,3.5771934392085396
28663,709,39.6,36000.0,20294,13.39915374,36.540113399999996,-81.30693149999999,0,3.9492242595204514
18042,41921,35.2,45441.0,23227,15.42663581,40.6551234,-75.21289959999999,55,5.870566064740822
55802,2212,59.5,24674.0,31860,25.36166365,46.753402799999996,-92.0681618,44,5.786618444846293
77039,28151,27.2,38167.0,12255,29.73961849,29.906838699999998,-95.33639509999999,34,4.969628077155341
19944,551,63.7,62000.0,56948,2.3593466419999998,38.4656784,-75.0552739,12,1.4519056261343013
50525,3491,42.2,39200.0,25499,16.06989401,42.7624458,-93.78415030000001,5,2.8931538241191634
44273,6704,44.5,65368.0,30043,5.235680191,41.0123359,-81.8442934,13,3.967780429594272
17051,4693,42.6,43234.0,19984,9.71659919,40.4491629,-77.7680952,1,3.451949712337524
76706,36055,22.6,26398.0,14613,38.15004854,31.456042,-97.07135720000001,1,3.1812508667313826
23219,3284,25.4,19231.0,24403,38.79415347,37.5410261,-77.4386429,112,7.734470158343483
12723,2196,43.2,58102.0,25249,11.70309654,41.7682361,-75.0026972,5,4.280510018214936
64081,23549,41.3,76684.0,35039,5.507664869,38.9119463,-94.4136213,63,2.199668775744193
92310,9049,22.7,49778.0,19066,7.768814234,35.2682707,-116.7142835,2,2.917449441927285
38339,574,40.5,44500.0,21109,26.65505226,35.0627165,-88.5081765,1,5.574912891986063
5454,4754,38.7,74911.0,31192,2.6924694989999995,47.3956791,8.348647900000001,66,2.124526714345814
12450,204,58.7,22200.0,20052,15.68627451,42.127653,-74.22967129999999,0,0.0
58259,384,54.1,48295.0,31803,4.947916667,48.0513919,-98.12995190000001,1,0.0
96818,51522,31.3,70850.0,26894,8.551686658,21.34853,-157.9583246,45,2.416443461045767
42025,19744,43.2,42310.0,21348,11.51742301,36.8138037,-88.362785,10,4.411466774716369
47003,1029,41.0,39519.0,19997,16.71525753,39.5221256,-84.8411536,10,4.859086491739553
29468,1768,43.8,19663.0,28526,37.27375566,33.4205299,-80.07584250000001,0,8.427601809954751
83849,1780,49.0,37946.0,22393,5.561797753,47.537960299999995,-115.9890696,3,7.921348314606742
13326,5456,50.4,57375.0,35094,8.431085044,42.7284259,-74.8974925,8,2.8042521994134897
93605,243,49.2,84375.0,34293,1.646090535,37.189064200000004,-119.2437011,0,0.0
97016,6714,45.6,57153.0,25154,14.38784629,46.052225899999996,-123.2831436,0,5.540661304736372
44143,24044,48.5,60265.0,34714,6.034769589,41.5544029,-81.4828198,111,4.325403427050407
98591,3837,49.0,50488.0,24795,10.50299713,46.464276899999994,-122.7398348,0,3.3359395360959083
37191,4226,39.3,63393.0,28185,7.311878845,36.5197091,-87.5593613,0,3.8334122101277806
73560,609,26.9,28942.0,17101,29.22824302,34.519324499999996,-99.4339343,0,1.477832512315271
87583,115,60.4,4955.0,5947,63.47826087,35.2256813,-105.3248269,0,0.0
5261,2835,45.0,56667.0,25144,10.26455026,35.72599279999999,-93.54988879999999,0,3.1746031746031744
21750,3999,38.6,47857.0,21608,11.10277569,39.6931059,-78.27039509999999,2,4.726181545386346
72039,2402,40.8,33857.0,19838,22.98084929,35.344028200000004,-92.4406387,2,3.996669442131557
62673,697,35.9,60179.0,19800,17.36011478,40.094056099999996,-89.97201329999999,0,3.2998565279770444
41540,235,40.2,62672.0,24235,9.787234043,37.384561700000006,-82.32891109999998,3,5.957446808510638
57315,1141,40.3,44813.0,21359,16.38913234,42.9871112,-98.068343,1,0.9640666082383874
20615,424,43.4,114375.0,43920,5.188679245,38.413216600000005,-76.5546031,2,20.28301886792453
27298,8969,45.4,43097.0,23966,11.91883153,35.874798999999996,-79.582819,4,4.783141933325901
5053,331,56.1,70227.0,39193,10.57401813,33.053688199999996,-89.4169995,0,3.0211480362537766
79764,20868,34.2,50556.0,21883,13.72436266,31.8840886,-102.4953899,0,3.5748514471918726
757,23231,34.3,18033.0,9412,48.99487753,30.517734899999997,-92.48883029999999,8,4.024794455684215
74643,453,39.5,43214.0,22991,8.167770419,36.6706849,-97.5680595,1,2.6490066225165565
82327,792,39.8,34531.0,22759,25.25252525,42.140988899999996,-106.67629199999999,0,7.3232323232323235
44093,1104,37.8,32344.0,20559,42.21014493,41.5267526,-80.62159100000001,2,5.706521739130435
90210,21548,46.4,132254.0,111364,7.420642287000001,6.5858886,100.9354944,4,3.410989418971598
91207,10435,45.6,91005.0,47259,4.532822233,34.1893001,-118.27020359999999,146,3.0091039770004793
37067,23391,37.6,95155.0,45675,3.266213501,35.9046545,-86.7718017,76,2.2444529947415672
57369,2344,47.7,46196.0,23758,8.361774744,43.400581,-98.96870109999999,0,0.3412969283276451
45897,155,45.3,,8999,50.96774194,40.84029879999999,-83.66144,3,31.612903225806452
25165,451,41.1,49886.0,24418,9.312638581,38.1513972,-81.6528219,1,0.0
45005,29997,40.5,52016.0,24292,9.850985098999999,39.543358000000005,-84.3016021,47,5.713904723805714
99661,1243,39.6,71250.0,27423,18.66452132,55.2693058,-160.67489640000002,0,2.574416733708769
1430,6119,42.4,83532.0,34454,6.896551724,36.448913,-78.578365,0,4.167347605817944
78122,200,56.6,30610.0,20433,13.0,29.4165096,-97.6873706,0,0.0
50433,206,45.4,55781.0,41122,3.8834951460000005,42.920982,-93.03759140000001,1,2.912621359223301
59802,19292,33.0,37931.0,25060,22.29939871,46.9539821,-113.91200990000002,0,6.225378395189716
3077,10218,39.5,61488.0,27774,6.517909571000001,30.225198600000002,-93.3593315,20,5.656684282638481
22191,61863,30.9,79198.0,31401,10.41494916,38.6317233,-77.25201009999999,57,3.9829946817968738
12769,142,50.2,48750.0,29437,27.46478873,41.6431129,-74.4481662,0,0.0
21053,3227,45.5,90361.0,36118,3.811589712,39.6970138,-76.72210820000001,7,2.386117136659436
48851,2493,36.5,53704.0,22288,8.182912154,42.9652441,-84.9193082,1,5.535499398315283
6377,2787,38.5,71509.0,28464,7.786149982,46.9614316,8.5753299,17,6.530319339791891
88321,117,57.4,27054.0,31962,10.25641026,34.703267700000005,-105.45367179999998,0,0.0
14131,4756,47.9,57500.0,27970,9.440706476,43.2320594,-78.9061921,1,5.046257359125315
96084,593,55.0,31897.0,23506,16.69477234,40.904810100000006,-122.0229676,0,2.866779089376054
41763,645,41.6,36827.0,16535,17.98449612,37.0495523,-83.11664379999999,0,0.6201550387596899
35005,8150,38.2,46059.0,21273,17.86503067,33.6047446,-87.0424393,2,7.141104294478527
84116,33574,29.2,42235.0,15888,21.27241318,40.8038325,-112.02379029999999,7,6.388872341692977
55419,26808,36.8,94177.0,49251,8.075947478,44.906135799999994,-93.2885455,162,4.879140555058192
79778,900,44.6,61806.0,28706,10.44444444,31.187031599999997,-101.91198709999999,1,1.2222222222222223
16930,1348,41.0,44934.0,20611,15.05934718,41.5701913,-77.1255055,1,3.9317507418397626
74438,265,31.6,46875.0,14888,17.35849057,35.51988660000001,-95.75134940000001,0,9.433962264150944
25401,14987,34.7,36600.0,21158,27.20357643,39.4529363,-77.96815440000002,32,7.019416827917529
53816,942,33.4,44375.0,18813,29.29936306,42.9580239,-90.84845240000001,1,2.4416135881104033
72856,528,52.1,31016.0,24773,9.28030303,35.778108700000004,-93.0676373,0,2.6515151515151514
42366,5847,43.2,63170.0,26182,4.9769112369999995,37.7060405,-86.96240859999999,0,3.0442962202839063
54120,111,53.5,31250.0,19959,11.71171171,45.721700899999995,-88.3800868,0,4.504504504504505
23389,136,73.3,,13575,0.0,37.650281799999995,-75.8388698,0,12.5
1922,3025,44.4,109301.0,40983,2.1818181819999998,38.3035226,-85.0085446,1,1.487603305785124
99753,279,19.9,28333.0,8987,53.76344086,64.9424911,-161.12758090000003,0,11.827956989247312
16636,801,47.6,42303.0,21236,14.48189763,40.594001,-78.48656020000001,0,3.1210986267166043
95051,53152,36.1,100504.0,43487,6.865216737000001,37.3598283,-121.98143540000001,176,5.166315472606863
55433,34024,36.3,59258.0,27493,9.972372443,45.1670628,-93.31326240000001,64,5.260992240771221
76556,1392,50.7,39375.0,21201,17.52873563,30.689776199999997,-96.8994495,0,3.8793103448275863
14304,29745,44.7,47878.0,25791,11.23213986,43.0939533,-78.9627624,20,4.437720625315179
